backward_update_rel_mean,epoch,forward_update_rel_mean,method,rho_max,rho_mean,seed,train_cost,train_energy,train_error,valid_cost,valid_energy,valid_error,variant,weak_cost
0.007476197344331038,0.0,0.0009502037502690234,threeq_direct,0.38792417812347413,0.34631158769130704,42,0.8993752930164337,13.629894401550294,0.7640000134706497,0.8458704817295074,8.435572357177735,0.6710000139474869,base3q_legacy_net1_5k_e8,0.2420210159420967
0.005084612077814401,1.0,0.0007234720247557394,threeq_direct,0.39614883506298065,0.3581552951335907,42,0.8137842316627503,6.8616232032775875,0.6082000133991241,0.7987235689163208,6.1801840114593505,0.5880000096559524,base3q_legacy_net1_5k_e8,0.20366966444253923
0.0036853569183025723,2.0,0.0006592495833556374,threeq_direct,0.4009455736875534,0.362423746585846,42,0.7739235210418701,5.422717226028443,0.5274000146985054,0.7733466362953186,5.1192183017730715,0.5310000115633011,base3q_legacy_net1_5k_e8,0.18772305238246917
0.0029673288593971905,3.0,0.0006033492359934966,threeq_direct,0.39946985721588135,0.3626526781320572,42,0.7502192094326019,4.731111862182617,0.4772000103592873,0.75307967543602,4.560677585601806,0.4840000116825104,base3q_legacy_net1_5k_e8,0.17901106107234954
0.0025480964714674477,4.0,0.0005655215339625982,threeq_direct,0.3973350511789322,0.3621201968193054,42,0.7311026818752289,4.309277936935425,0.43320000791549684,0.737207112312317,4.234358825683594,0.4630000098049641,base3q_legacy_net1_5k_e8,0.17284883201122284
0.002256723729902992,5.0,0.0005429119967299745,threeq_direct,0.39915083575248717,0.3634543061256409,42,0.7137633130550385,4.0254261693954465,0.4002000063657761,0.7213225030899048,4.0376441955566404,0.4390000069141388,base3q_legacy_net1_5k_e8,0.16795929747819902
0.0020295022462754283,6.0,0.0005323550319809077,threeq_direct,0.4063906273841858,0.3691478110551834,42,0.697888867855072,3.830890003204346,0.37920000588893893,0.7090563380718231,3.855099611282349,0.41800000742077825,base3q_legacy_net1_5k_e8,0.16382590240240097
0.001863814299786132,7.0,0.0005150898183153228,threeq_direct,0.41790650177001953,0.378903000831604,42,0.6827526295185089,3.6967935066223143,0.3554000058323145,0.6954374933242797,3.750870318412781,0.3980000051856041,base3q_legacy_net1_5k_e8,0.16020100688934327
0.0001394440739031545,0.0,0.00041060403212503507,ep_threeq,0.3374277255535126,0.272231748342514,42,0.9585264022350312,53.91372750854492,0.8350000128746032,0.9038782596588135,51.89593032836914,0.7710000133514404,epbase3q_legacy_net1_5k_e8,0.6588619101047516
0.00014102384970983943,1.0,0.00042570171807091627,ep_threeq,0.3416687152385712,0.28498800659179685,42,0.8233210256099701,50.869510833740236,0.6466000128984452,0.754408974647522,47.36226249694824,0.5760000103712082,epbase3q_legacy_net1_5k_e8,0.5552211267948151
0.00013003571506180195,2.0,0.0004100355592925281,ep_threeq,0.3649246459007263,0.2974753210544586,42,0.6630745019912719,47.15646247863769,0.4478000081181526,0.6219940835237503,45.07650169372559,0.40200000822544096,epbase3q_legacy_net1_5k_e8,0.44621097314357755
0.00012124668683567033,3.0,0.0003960440848778942,ep_threeq,0.3853031919002533,0.31455983519554137,42,0.548626762509346,45.975299575805664,0.31780000498890876,0.5323766326904297,45.15685920715332,0.3320000059902668,epbase3q_legacy_net1_5k_e8,0.3690186321735382
0.00011537631802425813,4.0,0.00038381817251527715,ep_threeq,0.39935365855693816,0.3302942018508911,42,0.4746641824245453,46.96950044250488,0.25300000376999376,0.4734684157371521,46.820284881591796,0.27900000371038913,epbase3q_legacy_net1_5k_e8,0.3193309621810913
0.00011560464186468766,5.0,0.00039491012807696434,ep_threeq,0.412038635969162,0.34494072759151456,42,0.4265584825277329,49.14912573242187,0.2162000031322241,0.43651511907577517,49.206497802734376,0.25000000312924386,epbase3q_legacy_net1_5k_e8,0.28715199583768847
0.00011715783215499013,6.0,0.00040690436346271775,ep_threeq,0.42240948605537415,0.35496507251262666,42,0.3936970025897026,51.851736541748046,0.19580000334978104,0.41384821057319643,51.8869181060791,0.22500000283122062,epbase3q_legacy_net1_5k_e8,0.2652661556005478
0.00012225045860213933,7.0,0.00042928548445414,ep_threeq,0.4312067413330078,0.36146925032138827,42,0.37207521277666095,54.92425219726562,0.17860000348091126,0.3964223960042,55.093544540405276,0.2280000028014183,epbase3q_legacy_net1_5k_e8,0.2508991588354111
